STATENAME,COUNTYNAME,ADDRESS_CITY,actual,cleared
ALABAMA,BLOUNT,BLOUNTSVILLE,153,10
ALABAMA,BLOUNT,CLEVELAND,8,0
ALABAMA,BLOUNT,ONEONTA,3000,561
ALABAMA,BLOUNT,SNEAD,149,26
ALABAMA,BUTLER,GEORGIANA,129,24
ALABAMA,BUTLER,GREENVILLE,1218,505
ALABAMA,BUTLER,MCKENZIE,2,0
ALABAMA,CHILTON,CLANTON,2638,602
ALABAMA,CHILTON,JEMISON,212,36
ALABAMA,CHILTON,MAPLESVILLE,65,4
ALABAMA,CHILTON,THORSBY,31,6
ALABAMA,COVINGTON,ANDALUSIA,1464,690
ALABAMA,COVINGTON,FLORALA,48,8
ALABAMA,COVINGTON,GANTT,14,4
ALABAMA,COVINGTON,LOCKHART,21,8
ALABAMA,COVINGTON,OPP,319,162
ALABAMA,COVINGTON,RED LEVEL,4,2
ALABAMA,COVINGTON,RIVER FALLS,2,0
ALABAMA,CRENSHAW,BRANTLEY,20,2
ALABAMA,CRENSHAW,DOZIER,0,0
ALABAMA,CRENSHAW,LUVERNE,346,48
ALABAMA,ETOWAH,ALTOONA,0,0
ALABAMA,ETOWAH,ATTALLA,283,24
ALABAMA,ETOWAH,GADSDEN,7213,730
ALABAMA,ETOWAH,GLENCOE,194,2
ALABAMA,ETOWAH,HOKES BLUFF,114,50
ALABAMA,ETOWAH,RAINBOW CITY,460,168
ALABAMA,ETOWAH,SARDIS CITY,109,33
ALABAMA,ETOWAH,SOUTHSIDE,258,24
ALABAMA,ETOWAH,WALNUT GROVE,0,0
ALABAMA,HENRY,ABBEVILLE,326,72
ALABAMA,HENRY,HEADLAND,213,32
ALABAMA,HENRY,NEWVILLE,2,0
ALABAMA,JEFFERSON,ADAMSVILLE,541,300
ALABAMA,JEFFERSON,BESSEMER,6357,77
ALABAMA,JEFFERSON,BIRMINGHAM,39458,4988
ALABAMA,JEFFERSON,BRIGHTON,38,0
ALABAMA,JEFFERSON,BROOKSIDE,10,0
ALABAMA,JEFFERSON,FAIRFIELD,1138,91
ALABAMA,JEFFERSON,FULTONDALE,930,189
ALABAMA,JEFFERSON,GARDENDALE,1081,442
ALABAMA,JEFFERSON,HOMEWOOD,2119,186
ALABAMA,JEFFERSON,HOOVER,2534,525
ALABAMA,JEFFERSON,HUEYTOWN,1224,283
ALABAMA,JEFFERSON,IRONDALE,818,523
ALABAMA,JEFFERSON,KIMBERLY,50,8
ALABAMA,JEFFERSON,LEEDS,1276,237
ALABAMA,JEFFERSON,LIPSCOMB,82,24
ALABAMA,JEFFERSON,MCCALLA,0,0
ALABAMA,JEFFERSON,MIDFIELD,724,64
ALABAMA,JEFFERSON,MORRIS,48,2
ALABAMA,JEFFERSON,MOUNTAIN BROOK,607,187
ALABAMA,JEFFERSON,PLEASANT GROVE,453,20
ALABAMA,JEFFERSON,TARRANT,1001,308
ALABAMA,JEFFERSON,TRAFFORD,18,0
ALABAMA,JEFFERSON,TRUSSVILLE,6,0
ALABAMA,JEFFERSON,VESTAVIA HILLS,844,640
ALABAMA,JEFFERSON,WARRIOR,140,39
ALABAMA,LAWRENCE,COURTLAND,2,0
ALABAMA,LAWRENCE,HILLSBORO,0,0
ALABAMA,LAWRENCE,MOULTON,920,164
ALABAMA,LAWRENCE,TOWN CREEK,55,25
ALABAMA,MACON,NOTASULGA,66,24
ALABAMA,MACON,SHORTER,0,0
ALABAMA,MACON,TUSKEGEE,1161,40
ALABAMA,MACON,TUSKEGEE INSTITUTE,178,0
ALABAMA,RANDOLPH,ROANOKE,430,92
ALABAMA,RANDOLPH,WADLEY,10,0
ALABAMA,RANDOLPH,WEDOWEE,502,78
ALABAMA,SUMTER,CUBA,2,0
ALABAMA,SUMTER,LIVINGSTON,221,26
ALABAMA,SUMTER,YORK,34,0
ALASKA,WRANGELL CITY AND BOROUGH,WRANGELL,42,12
ARIZONA,MARICOPA,AVONDALE,6998,1023
ARIZONA,MARICOPA,BUCKEYE,2122,550
ARIZONA,MARICOPA,CHANDLER,13441,3035
ARIZONA,MARICOPA,EL MIRAGE,2261,319
ARIZONA,MARICOPA,FORT MCDOWELL,78,10
ARIZONA,MARICOPA,GILBERT,7238,1632
ARIZONA,MARICOPA,GLENDALE,28062,5256
ARIZONA,MARICOPA,GOODYEAR,4746,740
ARIZONA,MARICOPA,MESA,26560,8542
ARIZONA,MARICOPA,PARADISE VALLEY,482,98
ARIZONA,MARICOPA,PEORIA,8130,1700
ARIZONA,MARICOPA,PHOENIX,151976,23837
ARIZONA,MARICOPA,SCOTTSDALE,14141,4137
ARIZONA,MARICOPA,SURPRISE,5253,1126
ARIZONA,MARICOPA,TEMPE,20027,2971
ARIZONA,MARICOPA,TOLLESON,108,24
ARIZONA,MARICOPA,WICKENBURG,435,85
ARIZONA,PIMA,MARANA,2172,596
ARIZONA,PIMA,ORO VALLEY,1365,372
ARIZONA,PIMA,SAHUARITA,799,94
ARIZONA,PIMA,SELLS,726,164
ARIZONA,PIMA,SOUTH TUCSON,284,104
ARIZONA,PIMA,TUCSON,92480,12975
ARIZONA,SANTA CRUZ,NOGALES,1524,552
ARIZONA,SANTA CRUZ,PATAGONIA,12,10
ARKANSAS,BRADLEY,WARREN,414,76
ARKANSAS,CALHOUN,HAMPTON,161,34
ARKANSAS,CARROLL,BERRYVILLE,616,162
ARKANSAS,CARROLL,EUREKA SPRINGS,338,34
ARKANSAS,CARROLL,GREEN FOREST,140,30
ARKANSAS,CLAY,CORNING,109,54
ARKANSAS,CLAY,PIGGOTT,300,34
ARKANSAS,CRAWFORD,ALMA,726,108
ARKANSAS,CRAWFORD,DYER,40,6
ARKANSAS,CRAWFORD,MULBERRY,152,24
ARKANSAS,CRAWFORD,VAN BUREN,3093,802
ARKANSAS,LINCOLN,STAR CITY,356,44
ARKANSAS,LONOKE,AUSTIN,120,26
ARKANSAS,LONOKE,CABOT,1182,406
ARKANSAS,LONOKE,CARLISLE,160,34
ARKANSAS,LONOKE,ENGLAND,264,78
ARKANSAS,LONOKE,LONOKE,1379,224
ARKANSAS,LONOKE,WARD,348,90
ARKANSAS,MISSISSIPPI,BLYTHEVILLE,2162,398
ARKANSAS,MISSISSIPPI,DELL,0,0
ARKANSAS,MISSISSIPPI,ETOWAH,20,4
ARKANSAS,MISSISSIPPI,GOSNELL,126,52
ARKANSAS,MISSISSIPPI,KEISER,10,2
ARKANSAS,MISSISSIPPI,LEACHVILLE,66,12
ARKANSAS,MISSISSIPPI,LUXORA,713,82
ARKANSAS,MISSISSIPPI,OSCEOLA,1306,515
ARKANSAS,MONROE,BRINKLEY,334,42
ARKANSAS,MONROE,CLARENDON,132,8
ARKANSAS,UNION,EL DORADO,3161,630
CALIFORNIA,COLUSA,COLUSA,652,70
CALIFORNIA,COLUSA,OAKLAND,0,0
CALIFORNIA,COLUSA,WILLIAMS,154,38
CALIFORNIA,CONTRA COSTA,ANTIOCH,8956,1456
CALIFORNIA,CONTRA COSTA,BRENTWOOD,2836,424
CALIFORNIA,CONTRA COSTA,CLAYTON,302,45
CALIFORNIA,CONTRA COSTA,CONCORD,9585,1409
CALIFORNIA,CONTRA COSTA,EL CERRITO,2405,288
CALIFORNIA,CONTRA COSTA,HERCULES,890,66
CALIFORNIA,CONTRA COSTA,KENSINGTON,118,8
CALIFORNIA,CONTRA COSTA,LAFAYETTE,818,64
CALIFORNIA,CONTRA COSTA,MARTINEZ,7341,688
CALIFORNIA,CONTRA COSTA,MORAGA,306,40
CALIFORNIA,CONTRA COSTA,OAKLAND,1709,58
CALIFORNIA,CONTRA COSTA,PINOLE,1912,466
CALIFORNIA,CONTRA COSTA,PITTSBURG,4532,529
CALIFORNIA,CONTRA COSTA,PLEASANT HILL,3182,596
CALIFORNIA,CONTRA COSTA,RICHMOND,9641,167
CALIFORNIA,CONTRA COSTA,SAN PABLO,2865,250
CALIFORNIA,CONTRA COSTA,WALNUT CREEK,4400,529
CALIFORNIA,DEL NORTE,CRESCENT CITY,1347,440
CALIFORNIA,DEL NORTE,KLAMATH,26,16
CALIFORNIA,LAKE,CLEARLAKE,1662,382
CALIFORNIA,LAKE,KELSEYVILLE,464,26
CALIFORNIA,LAKE,LAKEPORT,2145,190
CALIFORNIA,MARIN,BELVEDERE,44,0
CALIFORNIA,MARIN,CORTE MADERA,150,0
CALIFORNIA,MARIN,FAIRFAX,304,52
CALIFORNIA,MARIN,KENTFIELD,36,0
CALIFORNIA,MARIN,MILL VALLEY,465,30
CALIFORNIA,MARIN,NOVATO,2244,323
CALIFORNIA,MARIN,ROSS,52,4
CALIFORNIA,MARIN,SAN RAFAEL,5563,928
CALIFORNIA,MARIN,SAUSALITO,503,18
CALIFORNIA,MARIN,TIBURON,174,18
CALIFORNIA,MERCED,ATWATER,3340,736
CALIFORNIA,MERCED,DOS PALOS,439,74
CALIFORNIA,MERCED,GUSTINE,307,89
CALIFORNIA,MERCED,LIVINGSTON,867,182
CALIFORNIA,MERCED,LOS BANOS,2568,581
CALIFORNIA,MERCED,MERCED,10888,1543
CALIFORNIA,MONO,BRIDGEPORT,138,44
CALIFORNIA,MONO,MAMMOTH LAKES,260,24
CALIFORNIA,SAN MATEO,ATHERTON,214,22
CALIFORNIA,SAN MATEO,BELMONT,822,73
CALIFORNIA,SAN MATEO,BRISBANE,224,52
CALIFORNIA,SAN MATEO,BURLINGAME,2229,190
CALIFORNIA,SAN MATEO,COLMA,648,240
CALIFORNIA,SAN MATEO,DALY CITY,3951,999
CALIFORNIA,SAN MATEO,EAST PALO ALTO,1291,271
CALIFORNIA,SAN MATEO,FOSTER CITY,752,126
CALIFORNIA,SAN MATEO,HALF MOON BAY,0,0
CALIFORNIA,SAN MATEO,HILLSBOROUGH,260,8
CALIFORNIA,SAN MATEO,MENLO PARK,1311,227
CALIFORNIA,SAN MATEO,OAKLAND,320,22
CALIFORNIA,SAN MATEO,PACIFICA,1117,158
CALIFORNIA,SAN MATEO,REDWOOD CITY,9656,1985
CALIFORNIA,SAN MATEO,SAN BRUNO,2431,626
CALIFORNIA,SAN MATEO,SAN FRANCISCO,3136,520
CALIFORNIA,SAN MATEO,SAN MATEO,4770,736
CALIFORNIA,SIERRA,DOWNIEVILLE,81,20
CALIFORNIA,SIERRA,GRASS VALLEY,0,0
CALIFORNIA,TRINITY,WEAVERVILLE,730,598
CALIFORNIA,TUOLUMNE,JAMESTOWN,330,34
CALIFORNIA,TUOLUMNE,SONORA,2600,731
CALIFORNIA,VENTURA,CALABSAS,24,2
CALIFORNIA,VENTURA,CAMARILLO,152,54
CALIFORNIA,VENTURA,LEBEC,0,0
CALIFORNIA,VENTURA,OAKLAND,4,0
CALIFORNIA,VENTURA,OXNARD,14082,1679
CALIFORNIA,VENTURA,PORT HUENEME,930,138
CALIFORNIA,VENTURA,SANTA PAULA,849,264
CALIFORNIA,VENTURA,SIMI VALLEY,3490,674
CALIFORNIA,VENTURA,VENTURA,16962,3397
COLORADO,ALAMOSA,ALAMOSA,298,30
COLORADO,CLEAR CREEK,GEORGETOWN,190,52
COLORADO,CLEAR CREEK,IDAHO SPRINGS,219,59
COLORADO,COSTILLA,SAN LUIS,0,0
COLORADO,CUSTER,WESTCLIFFE,217,58
COLORADO,DELTA,CEDAREDGE,0,0
COLORADO,DELTA,DELTA,1016,188
COLORADO,DELTA,HOTCHKISS,36,8
COLORADO,DELTA,PAONIA,0,0
COLORADO,ELBERT,ELIZABETH,0,0
COLORADO,ELBERT,KIOWA,14,14
COLORADO,ELBERT,SIMLA,8,4
COLORADO,GILPIN,BLACK HAWK,414,138
COLORADO,GILPIN,GOLDEN,103,22
COLORADO,HINSDALE,LAKE CITY,20,8
COLORADO,LAS ANIMAS,TRINIDAD,1055,227
COLORADO,MOFFAT,CRAIG,613,190
COLORADO,MONTEZUMA,CORTEZ,837,287
COLORADO,MONTEZUMA,MANCOS,39,0
COLORADO,MONTEZUMA,TOWAOC,50,7
CONNECTICUT,HARTFORD,AVON,266,30
CONNECTICUT,HARTFORD,BLOOMFIELD,1148,307
CONNECTICUT,HARTFORD,BRISTOL,2026,552
CONNECTICUT,HARTFORD,CANTON,242,72
CONNECTICUT,HARTFORD,EAST HARTFORD,2928,539
CONNECTICUT,HARTFORD,EAST WINDSOR,429,100
CONNECTICUT,HARTFORD,ENFIELD,1730,378
CONNECTICUT,HARTFORD,FARMINGTON,34,4
CONNECTICUT,HARTFORD,GLASTONBURY,884,264
CONNECTICUT,HARTFORD,GRANBY,158,22
CONNECTICUT,HARTFORD,HARTFORD,13226,2510
CONNECTICUT,HARTFORD,KENSINGTON,690,152
CONNECTICUT,HARTFORD,MANCHESTER,3337,1077
CONNECTICUT,HARTFORD,NEW BRITAIN,4732,890
CONNECTICUT,HARTFORD,NEWINGTON,1625,498
CONNECTICUT,HARTFORD,PLAINVILLE,1044,322
CONNECTICUT,HARTFORD,ROCKY HILL,599,119
CONNECTICUT,HARTFORD,SIMSBURY,350,47
CONNECTICUT,HARTFORD,SOUTH WINDSOR,826,220
CONNECTICUT,HARTFORD,SOUTHINGTON,1982,333
CONNECTICUT,HARTFORD,SUFFIELD,211,29
CONNECTICUT,HARTFORD,UNIONVILLE,1342,520
CONNECTICUT,HARTFORD,WEST HARTFORD,3264,767
CONNECTICUT,HARTFORD,WETHERSFIELD,474,162
CONNECTICUT,HARTFORD,WINDSOR,1146,146
CONNECTICUT,HARTFORD,WINDSOR LOCKS,410,62
FLORIDA,DUVAL,ATLANTIC BEACH,782,176
FLORIDA,DUVAL,JACKSONVILLE,75442,13198
FLORIDA,DUVAL,JACKSONVILLE BEACH,2693,445
FLORIDA,DUVAL,NEPTUNE BEACH,382,96
FLORIDA,DUVAL,TALLAHASSEE,0,0
FLORIDA,FLAGLER,BUNNELL,4003,930
FLORIDA,FLAGLER,FLAGLER BEACH,209,35
FLORIDA,FLAGLER,ORLANDO,0,0
FLORIDA,GLADES,BRADENTON,0,0
FLORIDA,GLADES,MOORE HAVEN,314,74
FLORIDA,GULF,PANAMA CITY,0,0
FLORIDA,GULF,PORT SAINT JOE,402,109
FLORIDA,GULF,PORT ST JOE,0,0
FLORIDA,GULF,PORT ST. JOE,138,68
FLORIDA,HILLSBOROUGH,PLANT CITY,2823,874
FLORIDA,HILLSBOROUGH,TALLAHASSEE,0,0
FLORIDA,HILLSBOROUGH,TAMPA,51923,16980
FLORIDA,HILLSBOROUGH,TEMPLE TERRACE,1712,822
FLORIDA,LIBERTY,BRISTOL,18,4
FLORIDA,LIBERTY,TALLAHASSEE,0,0
FLORIDA,OKEECHOBEE,LAKE WORTH,6,2
FLORIDA,OKEECHOBEE,OKEECHOBEE,2850,714
FLORIDA,PASCO,DADE CITY,700,202
FLORIDA,PASCO,NEW PORT RICHEY,21533,6738
FLORIDA,PASCO,PORT RICHEY,353,168
FLORIDA,PASCO,TAMPA,16,4
FLORIDA,PASCO,ZEPHYRHILLS,1865,908
FLORIDA,WAKULLA,CRAWFORDVILLE,1114,306
FLORIDA,WAKULLA,TALLAHASSEE,0,0
GEORGIA,BARTOW,ADAIRSVILLE,300,136
GEORGIA,BARTOW,CARTERSVILLE,7005,1346
GEORGIA,BARTOW,EMERSON,206,20
GEORGIA,BARTOW,EUHARLEE,125,34
GEORGIA,BARTOW,KINGSTON,2,0
GEORGIA,BARTOW,WHITE,0,0
GEORGIA,BERRIEN,ALAPAHA,16,8
GEORGIA,BERRIEN,ENIGMA,18,2
GEORGIA,BERRIEN,NASHVILLE,1001,308
GEORGIA,BERRIEN,RAY CITY,8,0
GEORGIA,BRANTLEY,HOBOKEN,4,0
GEORGIA,BRANTLEY,NAHUNTA,1044,154
GEORGIA,CAMDEN,KINGSLAND,848,0
GEORGIA,CAMDEN,ST MARYS,0,0
GEORGIA,CAMDEN,WOODBINE,564,18
GEORGIA,CHATTOOGA,SUMMERVILLE,826,108
GEORGIA,CHATTOOGA,TRION,50,8
GEORGIA,CLINCH,HOMERVILLE,479,182
GEORGIA,COLUMBIA,APPLING,4038,830
GEORGIA,COLUMBIA,GROVETOWN,382,112
GEORGIA,COLUMBIA,HARLEM,56,8
GEORGIA,CRAWFORD,ROBERTA,550,158
GEORGIA,CRISP,CORDELE,1864,1206
GEORGIA,DODGE,EASTMAN,1702,108
GEORGIA,DOOLY,PINEHURST,175,21
GEORGIA,DOOLY,VIENNA,218,196
GEORGIA,GRADY,CAIRO,1000,368
GEORGIA,GRADY,WHIGHAM,0,0
GEORGIA,HART,HARTWELL,1584,320
GEORGIA,HENRY,HAMPTON,280,78
GEORGIA,HENRY,LOCUST GROVE,802,254
GEORGIA,HENRY,MCDONOUGH,10738,2212
GEORGIA,JEFFERSON,BARTOW,0,0
GEORGIA,JEFFERSON,LOUISVILLE,520,34
GEORGIA,JEFFERSON,STAPLETON,0,0
GEORGIA,JEFFERSON,WADLEY,118,10
GEORGIA,JEFFERSON,WRENS,242,52
GEORGIA,LAURENS,DUBLIN,3283,638
GEORGIA,LAURENS,EAST DUBLIN,0,0
GEORGIA,LINCOLN,LINCOLNTON,464,194
GEORGIA,LUMPKIN,DAHLONEGA,949,43
GEORGIA,MCINTOSH,DARIEN,721,154
GEORGIA,MURRAY,CHATSWORTH,2476,518
GEORGIA,MURRAY,ETON,34,16
GEORGIA,OGLETHORPE,LEXINGTON,678,172
GEORGIA,PEACH,BYRON,260,104
GEORGIA,PEACH,FORT VALLEY,1416,572
GEORGIA,PEACH,FT. VALLEY,56,6
GEORGIA,PICKENS,JASPER,1218,268
GEORGIA,PICKENS,NELSON,0,0
GEORGIA,RABUN,CLAYTON,718,220
GEORGIA,RABUN,DILLARD,8,0
GEORGIA,RABUN,MOUNTAIN CITY,2,0
GEORGIA,SCREVEN,HILTONIA,0,0
GEORGIA,SCREVEN,NEWINGTON,0,0
GEORGIA,SCREVEN,OLIVER,0,0
GEORGIA,SCREVEN,SYLVANIA,561,31
GEORGIA,TALIAFERRO,CRAWFORDVILLE,64,12
GEORGIA,TROUP,HOGANSVILLE,294,46
GEORGIA,TROUP,LAGRANGE,4999,1200
GEORGIA,TROUP,WEST POINT,536,294
GEORGIA,TWIGGS,JEFFERSONVILLE,323,132
GEORGIA,WALTON,LOGANVILLE,748,204
GEORGIA,WALTON,MONROE,3651,536
GEORGIA,WALTON,SOCIAL CIRCLE,193,48
GEORGIA,WEBSTER,PRESTON,16,0
GEORGIA,WILCOX,ABBEVILLE,204,38
GEORGIA,WILCOX,PINEVIEW,0,0
GEORGIA,WILCOX,ROCHELLE,114,18
IDAHO,BANNOCK,CHUBBUCK,1165,487
IDAHO,BANNOCK,POCATELLO,3762,1148
IDAHO,BLAINE,BELLEVUE,46,28
IDAHO,BLAINE,HAILEY,221,101
IDAHO,BLAINE,KETCHUM,98,46
IDAHO,BLAINE,SUN VALLEY,10,2
IDAHO,JEROME,JEROME,819,257
IDAHO,KOOTENAI,COEUR D ALENE,2565,680
IDAHO,KOOTENAI,COUER D'ALENE,3200,1006
IDAHO,KOOTENAI,POST FALLS,1663,641
IDAHO,KOOTENAI,RATHDRUM,400,88
IDAHO,KOOTENAI,SPIRIT LAKE,52,6
IDAHO,MADISON,REXBURG,597,303
IDAHO,NEZ PERCE,LAPWAI,102,14
IDAHO,NEZ PERCE,LEWISTON,2986,542
ILLINOIS,BOND,GREENVILLE,374,0
ILLINOIS,BOND,PIERRON,0,0
ILLINOIS,BOND,SORENTO,0,0
ILLINOIS,CASS,ASHLAND,10,0
ILLINOIS,CASS,BEARDSTOWN,488,0
ILLINOIS,CASS,VIRGINIA,20,0
ILLINOIS,CLARK,CASEY,0,0
ILLINOIS,CLARK,MARSHALL,169,0
ILLINOIS,CLARK,MARTINSVILLE,30,0
ILLINOIS,CUMBERLAND,GREENUP,66,0
ILLINOIS,CUMBERLAND,NEOGA,32,0
ILLINOIS,CUMBERLAND,TOLEDO,50,0
ILLINOIS,GREENE,CARROLLTON,158,0
ILLINOIS,GREENE,GREENFIELD,36,0
ILLINOIS,GREENE,ROODHOUSE,40,0
ILLINOIS,GREENE,WHITE HALL,76,0
ILLINOIS,GRUNDY,COAL CITY,154,0
ILLINOIS,GRUNDY,MAZON,0,0
ILLINOIS,GRUNDY,MINOOKA,20,0
ILLINOIS,GRUNDY,MORRIS,963,0
ILLINOIS,HAMILTON,MC LEANSBORO,67,0
ILLINOIS,HAMILTON,MCLEANSBORO,0,0
ILLINOIS,HENRY,ANNAWAN,20,0
ILLINOIS,HENRY,ATKINSON,0,0
ILLINOIS,HENRY,CAMBRIDGE,140,0
ILLINOIS,HENRY,COLONA,134,0
ILLINOIS,HENRY,GALVA,0,0
ILLINOIS,HENRY,GENESEO,182,0
ILLINOIS,HENRY,KEWANEE,930,0
ILLINOIS,HENRY,ORION,12,0
ILLINOIS,HENRY,WOODHULL,0,0
ILLINOIS,MASSAC,BROOKPORT,16,0
ILLINOIS,MASSAC,METROPOLIS,690,0
ILLINOIS,MONROE,COLUMBIA,160,0
ILLINOIS,MONROE,VALMEYER,18,0
ILLINOIS,MONROE,WATERLOO,164,0
ILLINOIS,RANDOLPH,CHESTER,198,0
ILLINOIS,RANDOLPH,COULTERVILLE,0,0
ILLINOIS,RANDOLPH,PRAIRIE DU ROCHER,0,0
ILLINOIS,RANDOLPH,RED BUD,30,0
ILLINOIS,RANDOLPH,RUMA,2,0
ILLINOIS,RANDOLPH,SPARTA,26,0
ILLINOIS,RANDOLPH,TILDEN,0,0
ILLINOIS,RICHLAND,OLNEY,829,0
ILLINOIS,SALINE,CARRIER MILLS,0,0
ILLINOIS,SALINE,ELDORADO,306,0
ILLINOIS,SALINE,HARRISBURG,812,0
ILLINOIS,SALINE,RALEIGH,6,0
ILLINOIS,SCHUYLER,RUSHVILLE,84,0
ILLINOIS,TAZEWELL,ARMINGTON,0,0
ILLINOIS,TAZEWELL,CREVE COEUR,398,0
ILLINOIS,TAZEWELL,DEER CREEK,14,0
ILLINOIS,TAZEWELL,DELAVAN,98,0
ILLINOIS,TAZEWELL,EAST PEORIA,1523,0
ILLINOIS,TAZEWELL,GREEN VALLEY,0,0
ILLINOIS,TAZEWELL,HOPEDALE,22,0
ILLINOIS,TAZEWELL,MACKINAW,0,0
ILLINOIS,TAZEWELL,MARQUETTE HEIGHTS,34,0
ILLINOIS,TAZEWELL,MINIER,46,0
ILLINOIS,TAZEWELL,MORTON,320,0
ILLINOIS,TAZEWELL,NORTH PEKIN,0,0
ILLINOIS,TAZEWELL,PEKIN,2039,0
ILLINOIS,TAZEWELL,PEORIA,2,0
ILLINOIS,TAZEWELL,SOUTH PEKIN,32,0
ILLINOIS,TAZEWELL,TREMONT,0,0
ILLINOIS,TAZEWELL,WASHINGTON,384,0
ILLINOIS,WARREN,ALEXIS,24,0
ILLINOIS,WARREN,MONMOUTH,613,0
INDIANA,ADAMS,BERNE,32,0
INDIANA,ADAMS,DECATUR,354,54
INDIANA,ADAMS,INDIANAPOLIS,4,2
INDIANA,BENTON,FOWLER,0,0
INDIANA,BENTON,INDIANAPOLIS,8,0
INDIANA,DUBOIS,HUNTINGBURG,258,50
INDIANA,DUBOIS,INDIANAPOLIS,60,4
INDIANA,DUBOIS,JASPER,432,226
INDIANA,GIBSON,INDIANAPOLIS,36,8
