STATENAME,COUNTYNAME,ADDRESS_CITY,actual,cleared
SOUTH CAROLINA,CALHOUN,BLYTHEWOOD,0,0
SOUTH CAROLINA,CALHOUN,CAMERON,4,0
SOUTH CAROLINA,CALHOUN,COLUMBIA,0,0
SOUTH CAROLINA,CALHOUN,SAINT MATTHEWS,487,131
SOUTH CAROLINA,CALHOUN,ST. MATTHEWS,186,26
SOUTH CAROLINA,COLLETON,BLYTHEWOOD,0,0
SOUTH CAROLINA,COLLETON,COLUMBIA,2,0
SOUTH CAROLINA,COLLETON,COTTAGEVILLE,52,4
SOUTH CAROLINA,COLLETON,EDISTO BEACH,78,12
SOUTH CAROLINA,COLLETON,WALTERBORO,3092,733
SOUTH CAROLINA,DARLINGTON,BLYTHEWOOD,0,0
SOUTH CAROLINA,DARLINGTON,COLUMBIA,0,0
SOUTH CAROLINA,DARLINGTON,DARLINGTON,5247,970
SOUTH CAROLINA,DARLINGTON,HARTSVILLE,1949,797
SOUTH CAROLINA,DARLINGTON,LAMAR,60,6
SOUTH CAROLINA,DARLINGTON,SOCIETY HILL,8,0
SOUTH CAROLINA,LAURENS,BLYTHEWOOD,0,0
SOUTH CAROLINA,LAURENS,CLINTON,957,395
SOUTH CAROLINA,LAURENS,COLUMBIA,1,0
SOUTH CAROLINA,LAURENS,LAURENS,3266,1099
SOUTH CAROLINA,LEE,BISHOPVILLE,1161,150
SOUTH CAROLINA,LEE,BLYTHEWOOD,0,0
SOUTH CAROLINA,LEE,COLUMBIA,0,0
SOUTH CAROLINA,MARLBORO,BENNETTSVILLE,2256,274
SOUTH CAROLINA,MARLBORO,BLYTHEWOOD,0,0
SOUTH CAROLINA,MARLBORO,CLIO,68,6
SOUTH CAROLINA,MARLBORO,COLUMBIA,2,0
SOUTH CAROLINA,MARLBORO,MCCOLL,231,42
SOUTH CAROLINA,NEWBERRY,BLYTHEWOOD,0,0
SOUTH CAROLINA,NEWBERRY,COLUMBIA,0,0
SOUTH CAROLINA,NEWBERRY,NEWBERRY,1687,1001
SOUTH CAROLINA,NEWBERRY,PROSPERITY,30,8
SOUTH CAROLINA,NEWBERRY,WHITMIRE,102,60
SOUTH DAKOTA,BUFFALO,FORT THOMPSON,236,40
SOUTH DAKOTA,BUFFALO,GANN VALLEY,0,0
SOUTH DAKOTA,CHARLES MIX,LAKE ANDES,85,26
SOUTH DAKOTA,CHARLES MIX,PLATTE,0,0
SOUTH DAKOTA,CHARLES MIX,WAGNER,66,62
SOUTH DAKOTA,DEUEL,CLEAR LAKE,56,10
SOUTH DAKOTA,DOUGLAS,ARMOUR,12,8
SOUTH DAKOTA,EDMUNDS,IPSWICH,8,8
SOUTH DAKOTA,HAND,MILLER,40,10
SOUTH DAKOTA,KINGSBURY,DE SMET,0,0
SOUTH DAKOTA,LAKE,MADISON,160,46
SOUTH DAKOTA,MEADE,BLACKHAWK,41,2
SOUTH DAKOTA,MEADE,FAITH,0,0
SOUTH DAKOTA,MEADE,STURGIS,532,125
SOUTH DAKOTA,MELLETTE,WHITE RIVER,0,0
SOUTH DAKOTA,ROBERTS,AGENCY VILLAGE,93,85
SOUTH DAKOTA,ROBERTS,ROSHOLT,2,2
SOUTH DAKOTA,ROBERTS,SISSETON,72,66
SOUTH DAKOTA,TURNER,CENTERVILLE,0,0
SOUTH DAKOTA,TURNER,PARKER,122,10
SOUTH DAKOTA,TURNER,VIBORG,6,6
TENNESSEE,BEDFORD,SHELBYVILLE,2450,901
TENNESSEE,BEDFORD,WARTRACE,6,0
TENNESSEE,CANNON,WOODBURY,380,102
TENNESSEE,DYER,DYERSBURG,3506,881
TENNESSEE,DYER,NEWBERN,240,66
TENNESSEE,DYER,TRIMBLE,0,0
TENNESSEE,GREENE,BAILEYTON,44,23
TENNESSEE,GREENE,GREENEVILLE,3588,1130
TENNESSEE,GREENE,LIMESTONE,0,0
TENNESSEE,HANCOCK,SNEEDVILLE,267,44
TENNESSEE,HICKMAN,CENTERVILLE,1273,416
TENNESSEE,HUMPHREYS,MCEWEN,50,26
TENNESSEE,HUMPHREYS,NEW JOHNSONVILLE,50,10
TENNESSEE,HUMPHREYS,WAVERLY,721,231
TENNESSEE,LOUDON,LENOIR CITY,1971,625
TENNESSEE,LOUDON,LOUDON,160,84
TENNESSEE,MORGAN,SUNBRIGHT,0,0
TENNESSEE,MORGAN,WARTBURG,796,164
TENNESSEE,PERRY,LINDEN,327,48
TENNESSEE,PICKETT,BYRDSTOWN,138,39
TENNESSEE,PICKETT,JAMESTOWN,0,0
TENNESSEE,ROBERTSON,CROSS PLAINS,52,22
TENNESSEE,ROBERTSON,GREENBRIER,172,58
TENNESSEE,ROBERTSON,RIDGETOP,36,10
TENNESSEE,ROBERTSON,SPRINGFIELD,1985,927
TENNESSEE,SEVIER,GATLINBURG,697,136
TENNESSEE,SEVIER,PIGEON FORGE,1087,194
TENNESSEE,SEVIER,SEVIERVILLE,4621,1393
TENNESSEE,SMITH,CARTHAGE,514,134
TENNESSEE,SMITH,GORDONSVILLE,40,10
TENNESSEE,SMITH,SOUTH CARTHAGE,48,16
TENNESSEE,STEWART,CUMBERLAND CITY,6,2
TENNESSEE,STEWART,DOVER,478,212
TENNESSEE,UNION,LUTTRELL,58,28
TENNESSEE,UNION,MAYNARDVILLE,962,288
TENNESSEE,WEAKLEY,DRESDEN,387,128
TENNESSEE,WEAKLEY,GLEASON,64,8
TENNESSEE,WEAKLEY,GREENFIELD,94,42
TENNESSEE,WEAKLEY,MARTIN,696,222
TENNESSEE,WEAKLEY,SHARON,46,22
TEXAS,ANGELINA,DIBOLL,108,29
TEXAS,ANGELINA,HUDSON,66,6
TEXAS,ANGELINA,HUNTINGTON,100,44
TEXAS,ANGELINA,LUFKIN,4622,1552
TEXAS,ARMSTRONG,CLAUDE,26,0
TEXAS,AUSTIN,BELLVILLE,490,68
TEXAS,AUSTIN,SEALY,412,180
TEXAS,AUSTIN,WALLIS,30,10
TEXAS,BAILEY,MULESHOE,258,28
TEXAS,BAYLOR,SEYMOUR,136,44
TEXAS,CARSON,PANHANDLE,165,61
TEXAS,CHILDRESS,CHILDRESS,20,4
TEXAS,COLLIN,ALLEN,2446,422
TEXAS,COLLIN,ANNA,286,58
TEXAS,COLLIN,CELINA,145,42
TEXAS,COLLIN,FAIRVIEW,110,0
TEXAS,COLLIN,FARMERSVILLE,132,86
TEXAS,COLLIN,FRISCO,5101,639
TEXAS,COLLIN,JOSEPHINE,2,0
TEXAS,COLLIN,LAVON,28,2
TEXAS,COLLIN,MCKINNEY,5907,1041
TEXAS,COLLIN,MELISSA,182,42
TEXAS,COLLIN,MURPHY,323,32
TEXAS,COLLIN,PARKER,54,2
TEXAS,COLLIN,PLANO,11794,2399
TEXAS,COLLIN,PRINCETON,414,92
TEXAS,COLLIN,PROSPER,476,12
TEXAS,COLLIN,WYLIE,936,195
TEXAS,CONCHO,PAINT ROCK,30,8
TEXAS,DELTA,COOPER,60,11
TEXAS,DICKENS,DICKENS,26,4
TEXAS,DICKENS,SPUR,49,28
TEXAS,EASTLAND,CISCO,116,0
TEXAS,EASTLAND,EASTLAND,388,186
TEXAS,EASTLAND,GORMAN,50,2
TEXAS,EASTLAND,RANGER,134,30
TEXAS,EASTLAND,RISING STAR,0,0
TEXAS,ECTOR,ODESSA,14797,6447
TEXAS,FALLS,LOTT,0,0
TEXAS,FALLS,MARLIN,258,18
TEXAS,FALLS,ROSEBUD,0,0
TEXAS,GAINES,SEAGRAVES,110,18
TEXAS,GAINES,SEMINOLE,401,92
TEXAS,GILLESPIE,FREDERICKSBURG,569,144
TEXAS,GREGG,GLADEWATER,481,46
TEXAS,GREGG,KILGORE,1175,465
TEXAS,GREGG,LONGVIEW,8954,1518
TEXAS,GREGG,WHITE OAK,254,54
TEXAS,HALE,ABERNATHY,120,20
TEXAS,HALE,HALE CENTER,0,0
TEXAS,HALE,PLAINVIEW,1880,285
TEXAS,HANSFORD,SPEARMAN,38,26
TEXAS,HOPKINS,CUMBY,4,2
TEXAS,HOPKINS,SULPHUR SPRINGS,788,388
TEXAS,HUNT,CADDO MILLS,54,42
TEXAS,HUNT,COMMERCE,606,138
TEXAS,HUNT,GREENVILLE,3407,1274
TEXAS,HUNT,QUINLAN,0,0
TEXAS,HUNT,WEST TAWAKONI,16,6
TEXAS,HUNT,WOLFE CITY,0,0
TEXAS,JACK,JACKSBORO,296,42
TEXAS,JEFFERSON,BEAUMONT,13861,4583
TEXAS,JEFFERSON,GROVES,939,281
TEXAS,JEFFERSON,NEDERLAND,908,288
TEXAS,JEFFERSON,PORT ARTHUR,4390,1494
TEXAS,JEFFERSON,PORT NECHES,458,153
TEXAS,JIM HOGG,HEBBRONVILLE,22,22
TEXAS,JONES,ANSON,210,84
TEXAS,JONES,HAMLIN,60,10
TEXAS,JONES,HAWLEY,10,8
TEXAS,JONES,STAMFORD,134,55
TEXAS,KERR,INGRAM,90,24
TEXAS,KERR,KERRVILLE,2049,645
TEXAS,LA SALLE,COTULLA,124,14
TEXAS,LA SALLE,ENCINAL,0,0
TEXAS,LAMB,LITTLEFIELD,557,86
TEXAS,LAMB,OLTON,25,0
TEXAS,LAMB,SUDAN,0,0
TEXAS,LAMPASAS,KEMPNER,0,0
TEXAS,LAMPASAS,LAMPASAS,478,32
TEXAS,LAMPASAS,LOMETA,0,0
TEXAS,LEON,CENTERVILLE,470,110
TEXAS,LEON,JEWETT,0,0
TEXAS,LEON,NORMANGEE,48,14
TEXAS,LOVING,MENTONE,22,0
TEXAS,MADISON,MADISONVILLE,658,316
TEXAS,MAVERICK,EAGLE PASS,2553,246
TEXAS,MITCHELL,COLORADO CITY,234,26
TEXAS,NACOGDOCHES,NACOGDOCHES,2784,958
TEXAS,OLDHAM,VEGA,22,12
TEXAS,PECOS,FORT STOCKTON,672,144
TEXAS,REFUGIO,REFUGIO,194,108
TEXAS,ROCKWALL,HEATH,112,12
TEXAS,ROCKWALL,ROCKWALL,1884,378
TEXAS,ROCKWALL,ROYSE CITY,270,104
TEXAS,SAN SABA,SAN SABA,65,2
TEXAS,SCURRY,SNYDER,784,200
TEXAS,SHACKELFORD,ALBANY,68,8
TEXAS,SUTTON,SONORA,93,16
TEXAS,THROCKMORTON,THROCKMORTON,0,0
TEXAS,VICTORIA,VICTORIA,6407,1093
TEXAS,WALKER,HUNTSVILLE,2599,827
TEXAS,WILSON,FLORESVILLE,1068,466
TEXAS,WILSON,LA VERNIA,56,12
TEXAS,WILSON,POTH,28,0
TEXAS,WINKLER,KERMIT,154,32
TEXAS,WINKLER,WINK,20,2
UTAH,CACHE,LOGAN,2394,867
UTAH,CACHE,NORTH LOGAN,434,224
UTAH,CACHE,SMITHFIELD,86,12
UTAH,CARBON,EAST CARBON,46,10
UTAH,CARBON,HELPER,74,22
UTAH,CARBON,PRICE,955,425
UTAH,CARBON,WELLINGTON,0,0
UTAH,PIUTE,JUNCTION,30,6
VERMONT,BENNINGTON,BENNINGTON,828,330
VERMONT,BENNINGTON,BONDVILLE,10,6
VERMONT,BENNINGTON,MANCHESTER,170,58
VERMONT,BENNINGTON,SHAFTSBURY,264,52
VERMONT,FRANKLIN,SAINT ALBANS,130,16
VERMONT,FRANKLIN,SAINT ALBANS BAY,498,98
VERMONT,FRANKLIN,ST. ALBANS,981,330
VERMONT,FRANKLIN,SWANTON,44,0
VERMONT,GRAND ISLE,NORTH HERO,90,16
VERMONT,WASHINGTON,BARRE,700,180
VERMONT,WASHINGTON,BERLIN,248,128
VERMONT,WASHINGTON,MIDDLESEX,468,82
VERMONT,WASHINGTON,MONTPELIER,485,101
VERMONT,WASHINGTON,NORTHFIELD,40,8
VERMONT,WASHINGTON,WATERBURY,20,16
VERMONT,WASHINGTON,WEBSTERVILLE,222,50
VERMONT,WINDHAM,BELLOWS FALLS,115,15
VERMONT,WINDHAM,BRATTLEBORO,989,236
VERMONT,WINDHAM,NEWFANE,52,12
VERMONT,WINDHAM,WEST DOVER,130,6
VERMONT,WINDHAM,WILMINGTON,60,20
VIRGINIA,ALLEGHANY,CLIFTON FORGE,175,50
VIRGINIA,ALLEGHANY,COVINGTON,163,49
VIRGINIA,APPOMATTOX,APPOMATTOX,306,80
VIRGINIA,ARLINGTON,ARLINGTON,8147,1656
VIRGINIA,BLAND,BLAND,106,12
VIRGINIA,BLAND,WYTHEVILLE,16,4
VIRGINIA,BOTETOURT,FINCASTLE,538,274
VIRGINIA,BOTETOURT,NATURAL BRIDGE,11,0
VIRGINIA,BRUNSWICK,EMPORIA,6,2
VIRGINIA,BRUNSWICK,LAWRENCEVILLE,228,58
VIRGINIA,CARROLL,GALAX,37,10
VIRGINIA,CARROLL,HILLSVILLE,886,140
VIRGINIA,CHARLES CITY,CHARLES CITY,99,25
VIRGINIA,CHARLES CITY,WEST POINT,0,0
VIRGINIA,FRANKLIN,BEDFORD,18,11
VIRGINIA,FRANKLIN,FERRUM,50,4
VIRGINIA,FRANKLIN,ROCKY MOUNT,1573,661
VIRGINIA,GLOUCESTER,GLOUCESTER,1102,428
VIRGINIA,LOUISA,LOUISA,954,112
VIRGINIA,LOUISA,MINERAL,17,10
VIRGINIA,LUNENBURG,KENBRIDGE,8,8
VIRGINIA,LUNENBURG,LUNENBURG,121,16
VIRGINIA,LUNENBURG,SOUTH HILL,12,0
VIRGINIA,LUNENBURG,VICTORIA,54,16
VIRGINIA,RICHMOND,RICHMOND,34,2
VIRGINIA,RICHMOND,WARSAW,130,38
VIRGINIA,ROANOKE,ROANOKE,2697,1179
VIRGINIA,ROANOKE,SALEM,18,6
VIRGINIA,ROANOKE,VINTON,466,84
VIRGINIA,RUSSELL,HONAKER,53,16
VIRGINIA,RUSSELL,LEBANON,758,355
VIRGINIA,RUSSELL,POUNDING MILL,35,10
VIRGINIA,WASHINGTON,ABINGDON,2000,655
VIRGINIA,WASHINGTON,DAMASCUS,62,22
VIRGINIA,WASHINGTON,GLADE SPRING,28,2
VIRGINIA,WISE,APPALACHIA,50,18
VIRGINIA,WISE,BIG STONE GAP,318,94
VIRGINIA,WISE,COEBURN,68,30
VIRGINIA,WISE,POUND,30,12
VIRGINIA,WISE,ST. PAUL,86,12
VIRGINIA,WISE,WISE,820,161
VIRGINIA,WYTHE,RURAL RETREAT,10,0
VIRGINIA,WYTHE,WYTHEVILLE,852,286
VIRGINIA,YORK,WILLIAMSBURG,2,4
VIRGINIA,YORK,YORKTOWN,2803,1049
WASHINGTON,ADAMS,OTHELLO,523,152
WASHINGTON,ADAMS,RITZVILLE,630,86
WASHINGTON,ASOTIN,ASOTIN,419,39
WASHINGTON,ASOTIN,CLARKSTON,1167,371
WASHINGTON,CLALLAM,FORKS,143,73
WASHINGTON,CLALLAM,LA PUSH,32,16
WASHINGTON,CLALLAM,NEAH BAY,2,10
WASHINGTON,CLALLAM,PORT ANGELES,3592,886
WASHINGTON,CLALLAM,SEQUIM,560,250
WASHINGTON,KING,ALGONA,102,6
WASHINGTON,KING,AUBURN,7939,846
WASHINGTON,KING,BELLEVUE,9587,1851
WASHINGTON,KING,BLACK DIAMOND,112,22
WASHINGTON,KING,BOTHELL,2537,254
WASHINGTON,KING,CARNATION,84,15
WASHINGTON,KING,CLYDE HILL,134,4
WASHINGTON,KING,COVINGTON,1380,362
WASHINGTON,KING,DES MOINES,2837,252
WASHINGTON,KING,DUVALL,100,0
WASHINGTON,KING,ENUMCLAW,617,109
WASHINGTON,KING,FEDERAL WAY,12976,2080
WASHINGTON,KING,ISSAQUAH,2374,381
WASHINGTON,KING,KENMORE,655,53
WASHINGTON,KING,KENT,15829,2078
WASHINGTON,KING,KIRKLAND,4200,399
WASHINGTON,KING,LAKE FOREST PARK,528,30
WASHINGTON,KING,MAPLE VALLEY,770,100
WASHINGTON,KING,MEDINA,160,4
WASHINGTON,KING,MERCER ISLAND,1081,39
WASHINGTON,KING,NEWCASTLE,538,46
WASHINGTON,KING,NORMANDY PARK,350,58
WASHINGTON,KING,NORTH BEND,313,80
WASHINGTON,KING,PACIFIC,306,22
WASHINGTON,KING,REDMOND,4047,942
WASHINGTON,KING,RENTON,12247,1630
WASHINGTON,KING,SAMMAMISH,925,60
WASHINGTON,KING,SEATTLE,108694,12581
WASHINGTON,KING,SHORELINE,2941,485
WASHINGTON,KING,SNOQUALMIE,475,38
WASHINGTON,KING,TUKWILA,6611,1098
WASHINGTON,LEWIS,CENTRALIA,2189,347
WASHINGTON,LEWIS,CHEHALIS,2383,799
WASHINGTON,LEWIS,MORTON,46,12
WASHINGTON,LEWIS,MOSSYROCK,26,2
WASHINGTON,LEWIS,NAPAVINE,26,2
WASHINGTON,LEWIS,PE ELL,0,0
WASHINGTON,LEWIS,TOLEDO,20,2
WASHINGTON,LEWIS,WINLOCK,66,8
WASHINGTON,LINCOLN,DAVENPORT,322,103
WASHINGTON,LINCOLN,ODESSA,26,8
WASHINGTON,LINCOLN,REARDAN,4,4
WASHINGTON,PEND OREILLE,NEWPORT,618,75
WASHINGTON,PEND OREILLE,USK,112,22
WASHINGTON,SAN JUAN,FRIDAY HARBOR,377,34
WASHINGTON,SKAMANIA,STEVENSON,156,26
WASHINGTON,WALLA WALLA,COLLEGE PLACE,588,182
WASHINGTON,WALLA WALLA,WALLA WALLA,3586,462
WEST VIRGINIA,BARBOUR,BELINGTON,44,36
WEST VIRGINIA,BARBOUR,CHARLESTON,0,0
WEST VIRGINIA,BARBOUR,FARMINGTON,0,0
WEST VIRGINIA,BARBOUR,PHILIPPI,438,112
WEST VIRGINIA,BROOKE,BEECH BOTTOM,6,2
WEST VIRGINIA,BROOKE,BETHANY,0,0
WEST VIRGINIA,BROOKE,CHARLESTON,0,0
WEST VIRGINIA,BROOKE,FARMINGTON,0,0
WEST VIRGINIA,BROOKE,FOLLANSBEE,0,0
WEST VIRGINIA,BROOKE,WELLSBURG,284,122
WEST VIRGINIA,BROOKE,WINDSOR HEIGHTS,0,0
WEST VIRGINIA,CABELL,BARBOURSVILLE,634,332
WEST VIRGINIA,CABELL,CHARLESTON,0,0
WEST VIRGINIA,CABELL,HUNTINGTON,7711,1082
WEST VIRGINIA,CABELL,MILTON,220,32
WEST VIRGINIA,CABELL,NITRO,0,0
WEST VIRGINIA,LOGAN,CHAPMANVILLE,4,0
WEST VIRGINIA,LOGAN,CHARLESTON,0,0
WEST VIRGINIA,LOGAN,LOGAN,1011,345
WEST VIRGINIA,LOGAN,MAN,0,0
WEST VIRGINIA,LOGAN,NITRO,0,0
WEST VIRGINIA,LOGAN,WEST LOGAN,0,0
WEST VIRGINIA,MINERAL,CHARLESTON,5,2
WEST VIRGINIA,MINERAL,KEYSER,581,204
WEST VIRGINIA,MINERAL,PIEDMONT,4,4
WEST VIRGINIA,MINERAL,RIDGELEY,20,0
WEST VIRGINIA,MINERAL,ROMNEY,0,0
WEST VIRGINIA,MINGO,CHARLESTON,0,0
WEST VIRGINIA,MINGO,DELBARTON,0,0
WEST VIRGINIA,MINGO,GILBERT,0,0
WEST VIRGINIA,MINGO,KERMIT,0,0
WEST VIRGINIA,MINGO,MATEWAN,0,0
WEST VIRGINIA,MINGO,NITRO,0,0
WEST VIRGINIA,MINGO,WILLIAMSON,393,136
WEST VIRGINIA,MONROE,BECKLEY,0,0
WEST VIRGINIA,MONROE,CHARLESTON,0,0
WEST VIRGINIA,MONROE,UNION,188,56
WEST VIRGINIA,OHIO,FARMINGTON,2,2
WEST VIRGINIA,OHIO,TRIADELPHIA,0,0
WEST VIRGINIA,OHIO,WEST LIBERTY,0,0
WEST VIRGINIA,OHIO,WHEELING,2321,415
WEST VIRGINIA,PENDLETON,CHARLESTON,0,0
WEST VIRGINIA,PENDLETON,FRANKLIN,66,20
WEST VIRGINIA,PENDLETON,ROMNEY,0,0
WEST VIRGINIA,TYLER,CHARLESTON,0,0
WEST VIRGINIA,TYLER,MIDDLEBOURNE,64,8
WEST VIRGINIA,TYLER,NEW MARTINSVILLE,79,32
WEST VIRGINIA,TYLER,PARKERSBURG,0,0
WEST VIRGINIA,TYLER,SISTERSVILLE,0,0
WEST VIRGINIA,UPSHUR,BUCKHANNON,788,250
WEST VIRGINIA,UPSHUR,CHARLESTON,0,0
WEST VIRGINIA,UPSHUR,ELKINS,0,0
WEST VIRGINIA,WEBSTER,CHARLESTON,0,0
WEST VIRGINIA,WEBSTER,ELKINS,0,0
WEST VIRGINIA,WEBSTER,UPPERGLADE,164,128
WEST VIRGINIA,WEBSTER,WEBSTER SPRINGS,0,0
WISCONSIN,BARRON,BARRON,413,76
WISCONSIN,BARRON,CHETEK,62,18
WISCONSIN,BARRON,CUMBERLAND,2,4
WISCONSIN,BARRON,RICE LAKE,646,250
WISCONSIN,BROWN,ASHWAUBENON,1160,578
WISCONSIN,BROWN,DE PERE,556,176
WISCONSIN,BROWN,GREEN BAY,7673,2616
WISCONSIN,BROWN,HOBART,126,24
WISCONSIN,BROWN,ONEIDA,247,121
WISCONSIN,BROWN,PULASKI,86,16
WISCONSIN,COLUMBIA,COLUMBUS,168,46
WISCONSIN,COLUMBIA,FALL RIVER,28,8
WISCONSIN,COLUMBIA,LODI,80,12
WISCONSIN,COLUMBIA,PORTAGE,993,416
WISCONSIN,COLUMBIA,POYNETTE,49,14
WISCONSIN,COLUMBIA,RIO,12,2
WISCONSIN,COLUMBIA,WISCONSIN DELLS,370,48
WISCONSIN,DODGE,BEAVER DAM,830,354
WISCONSIN,DODGE,BROWNSVILLE,12,0
WISCONSIN,DODGE,FOX LAKE,12,6
WISCONSIN,DODGE,HORICON,60,20
WISCONSIN,DODGE,IRON RIDGE,14,4
WISCONSIN,DODGE,JUNEAU,469,132
WISCONSIN,DODGE,LOMIRA,48,8
WISCONSIN,DODGE,MAYVILLE,154,52
WISCONSIN,DODGE,THERESA,28,10
WISCONSIN,DODGE,WAUPUN,254,98
WISCONSIN,GREEN,ALBANY,42,12
WISCONSIN,GREEN,BRODHEAD,96,36
WISCONSIN,GREEN,MONROE,602,86
WISCONSIN,GREEN,NEW GLARUS,54,8
WISCONSIN,JACKSON,BLACK RIVER FALLS,565,172
WISCONSIN,ROCK,BELOIT,2796,1043
WISCONSIN,ROCK,CLINTON,54,22
WISCONSIN,ROCK,EDGERTON,198,77
WISCONSIN,ROCK,EVANSVILLE,120,24
WISCONSIN,ROCK,JANESVILLE,4536,1546
WISCONSIN,ROCK,MILTON,198,66
WISCONSIN,SAWYER,HAYWARD,596,137
WISCONSIN,TAYLOR,CLEVELAND,8,4
WISCONSIN,TAYLOR,GILMAN,10,2
WISCONSIN,TAYLOR,MEDFORD,491,205
WISCONSIN,TAYLOR,RIB LAKE,0,0
WISCONSIN,VILAS,EAGLE RIVER,607,184
WISCONSIN,VILAS,LAC DU FLAMBEAU,560,370
WYOMING,CARBON,BAGGS,0,0
WYOMING,CARBON,HANNA,8,2
WYOMING,CARBON,RAWLINS,662,248
WYOMING,CARBON,SARATOGA,38,2
WYOMING,FREMONT,FORT WASHAKIE,657,322
WYOMING,FREMONT,LANDER,872,340
WYOMING,FREMONT,RIVERTON,1315,505
WYOMING,LARAMIE,CHEYENNE,6335,554
WYOMING,LARAMIE,PINE BLUFFS,40,2
WYOMING,SUBLETTE,PINEDALE,164,48
WYOMING,UINTA,EVANSTON,852,304
WYOMING,WASHAKIE,WORLAND,164,72
