,Unnamed: 0,State,County,Female Civilians,Female Officers,Male Civilians,Male Officers,Crime Cleared Count aggravated-assault,Crime Cleared Count arson,Crime Cleared Count burglary,Crime Cleared Count homicide,Crime Cleared Count human-trafficing,Crime Cleared Count larceny,Crime Cleared Count motor-vehicle-theft,Crime Cleared Count property-crime,Crime Cleared Count rape,Crime Cleared Count rape-legacy,Crime Cleared Count robbery,Crime Cleared Count violent-crime,Total Crime Count aggravated-assault,Total Crime Count arson,Total Crime Count burglary,Total Crime Count homicide,Total Crime Count human-trafficing,Total Crime Count larceny,Total Crime Count motor-vehicle-theft,Total Crime Count property-crime,Total Crime Count rape,Total Crime Count rape-legacy,Total Crime Count robbery,Total Crime Count violent-crime,Total Cleared,Total Crime,Total Clear Rate,Total Female Workforce,Total Male Workforce,Total Workforce,Total Officers,Total Violent Cleared,Total Non-Violent Cleared,Total Violent Crime,Total Non-Violent Crime
0,0,ALABAMA,BLOUNT,14,3,11,49,65,3,36,1,0,148,29,213,13,0,5,84,402,12,320,1,0,754,142,1216,20,0,10,433,597,3310,0.180362538,17,60,77,52,168,429,866,2444
1,1,ALABAMA,BUTLER,9,0,4,51,37,1,43,3,0,157,7,207,5,0,12,57,90,5,111,5,0,421,23,555,6,0,16,117,529,1349,0.392142328,9,55,64,51,114,415,234,1115
2,2,ALABAMA,CHILTON,5,6,1,65,65,2,42,0,0,191,20,253,4,0,1,70,277,8,344,0,0,735,90,1169,17,0,6,300,648,2946,0.219959267,11,66,77,71,140,508,600,2346
3,3,ALABAMA,COVINGTON,13,4,10,72,98,0,43,2,0,257,24,324,8,0,5,113,119,4,156,2,0,579,48,783,21,0,9,151,874,1872,0.466880342,17,82,99,76,226,648,302,1570
4,4,ALABAMA,CRENSHAW,5,0,2,23,7,0,3,0,0,13,2,18,0,0,0,7,18,0,54,1,0,98,10,162,0,0,2,21,50,366,0.136612022,5,25,30,23,14,36,42,324
5,5,ALABAMA,ETOWAH,73,15,69,241,111,5,97,1,0,198,69,364,27,0,10,149,562,17,693,6,0,2552,362,3607,61,0,71,700,1031,8631,0.119453134,88,310,398,256,298,733,1400,7231
6,6,ALABAMA,HENRY,18,0,2,38,11,0,9,0,0,22,6,37,1,0,3,15,26,5,70,0,0,142,21,233,5,0,4,35,104,541,0.192236599,18,40,58,38,30,74,70,471
7,7,ALABAMA,JEFFERSON,463,263,214,1959,985,25,641,62,0,1887,499,3027,82,0,398,1527,3940,229,6342,104,0,16108,2350,24800,297,0,1493,5834,9133,61497,0.148511309,726,2173,2899,2222,3054,6079,11668,49829
8,8,ALABAMA,LAWRENCE,9,1,11,49,22,1,13,0,0,36,12,61,7,0,4,33,68,9,127,0,0,234,40,401,8,0,7,83,189,977,0.193449335,10,60,70,50,66,123,166,811
9,9,ALABAMA,MACON,34,5,20,41,9,0,4,1,0,15,2,21,1,0,0,11,114,9,195,6,0,319,46,560,11,0,7,138,64,1405,0.045551601,39,61,100,46,22,42,276,1129
10,10,ALABAMA,RANDOLPH,15,2,10,48,9,0,12,0,0,52,8,72,1,0,3,13,46,2,112,0,0,260,33,405,7,0,12,65,170,942,0.180467091,17,58,75,50,26,144,130,812
11,11,ALABAMA,SUMTER,12,3,2,30,5,0,0,1,0,7,0,7,0,0,0,6,25,3,24,1,0,64,5,93,3,0,5,34,26,257,0.101167315,15,32,47,33,12,14,68,189
12,12,ALASKA,WRANGELL CITY AND BOROUGH,7,0,0,6,0,0,1,0,0,3,2,6,0,0,0,0,0,0,1,0,0,17,3,21,0,0,0,0,12,42,0.285714286,7,6,13,6,0,12,0,42
13,13,ARIZONA,MARICOPA,3315,851,2820,7236,4583,113,1950,124,0,17907,1263,21120,345,0,1314,6366,11417,518,24197,238,0,89826,12909,126932,2048,0,5135,18838,55085,292058,0.188609797,4166,10056,14222,8087,12732,42353,37676,254382
14,14,ARIZONA,PIMA,788,244,755,1610,1173,41,508,28,0,4840,259,5607,64,0,260,1525,3102,214,6153,49,0,34736,2725,43614,596,0,1445,5192,14305,97826,0.146229019,1032,2365,3397,1854,3050,11255,10384,87442
15,15,ARIZONA,SANTA CRUZ,31,6,36,85,25,0,79,0,0,125,49,253,2,0,1,28,63,0,153,0,0,394,153,700,2,0,3,68,562,1536,0.365885417,37,121,158,91,56,506,136,1400
16,16,ARKANSAS,BRADLEY,8,3,1,14,9,0,16,2,0,9,0,25,0,0,2,13,22,0,114,2,0,52,7,173,5,0,5,34,76,414,0.183574879,11,15,26,17,26,50,68,346
17,17,ARKANSAS,CALHOUN,3,0,3,9,9,0,5,0,0,3,0,8,0,0,0,9,10,1,25,0,0,38,4,67,2,0,1,13,34,161,0.211180124,3,12,15,9,18,16,26,135
18,18,ARKANSAS,CARROLL,11,2,1,52,41,0,10,2,0,47,4,61,6,0,3,52,63,2,113,3,0,303,30,446,31,0,3,100,226,1094,0.206581353,13,53,66,54,104,122,200,894
19,19,ARKANSAS,CLAY,11,0,9,26,15,0,9,1,0,17,1,27,1,0,0,17,21,1,41,1,0,121,9,171,10,0,1,33,88,409,0.215158924,11,35,46,26,34,54,66,343
20,20,ARKANSAS,CRAWFORD,30,7,28,87,123,0,93,3,0,200,22,315,23,0,6,155,223,3,451,3,0,1141,122,1714,54,0,10,290,940,4011,0.234355522,37,115,152,94,310,630,580,3431
21,21,ARKANSAS,LINCOLN,8,0,5,14,9,0,3,0,0,9,1,13,0,0,0,9,21,0,47,0,0,91,15,153,4,0,0,25,44,356,0.123595506,8,19,27,14,18,26,50,306
22,22,ARKANSAS,LONOKE,34,5,27,109,120,0,56,3,0,190,21,267,27,0,12,162,179,5,311,3,0,991,156,1458,61,0,23,266,858,3453,0.248479583,39,136,175,114,324,534,532,2921
23,23,ARKANSAS,MISSISSIPPI,49,6,32,110,143,1,114,10,0,205,13,332,15,0,32,200,290,7,698,13,0,996,75,1769,39,0,87,429,1065,4403,0.241880536,55,142,197,116,400,665,858,3545
24,24,ARKANSAS,MONROE,10,3,6,17,16,0,2,0,0,6,0,8,0,0,1,17,32,2,44,0,0,137,16,197,2,0,1,35,50,466,0.107296137,13,23,36,20,34,16,70,396
25,25,ARKANSAS,UNION,30,11,14,76,115,0,51,2,0,129,9,189,0,0,9,126,190,5,631,5,0,632,72,1335,12,0,36,243,630,3161,0.199304018,41,90,131,87,252,378,486,2675
26,26,CALIFORNIA,COLUSA,27,3,8,45,10,0,7,0,0,22,11,40,1,0,3,14,33,0,121,0,0,210,26,357,5,0,8,46,108,806,0.133995037,30,53,83,48,28,80,92,714
27,27,CALIFORNIA,CONTRA COSTA,503,218,210,1505,713,27,288,24,0,1763,363,2414,74,0,303,1114,1971,194,4097,52,0,16534,6399,27030,291,0,1458,3772,7083,61798,0.11461536,721,1715,2436,1723,2228,4855,7544,54254
28,28,CALIFORNIA,DEL NORTE,18,2,17,40,58,0,68,0,0,80,5,153,8,0,9,75,125,7,293,0,0,189,26,508,32,0,18,175,456,1373,0.332119446,20,57,77,42,150,306,350,1023
29,29,CALIFORNIA,LAKE,46,6,42,82,64,2,63,2,0,112,28,203,7,0,22,95,271,21,627,3,0,779,340,1746,39,0,66,379,598,4271,0.140014048,52,124,176,88,190,408,758,3513
30,30,CALIFORNIA,MARIN,127,61,40,333,121,7,77,1,0,392,31,500,17,0,44,183,235,23,745,3,0,3074,500,4319,48,0,151,437,1373,9535,0.143995805,188,373,561,394,366,1007,874,8661
31,31,CALIFORNIA,MERCED,132,22,91,265,581,21,149,9,0,629,134,912,15,0,75,680,1165,117,1830,6,0,4395,1433,7658,79,0,238,1488,3205,18409,0.174099625,154,356,510,287,1360,1845,2976,15433
32,32,CALIFORNIA,MONO,9,1,11,30,16,0,6,0,0,10,0,16,1,0,1,18,24,0,39,2,0,111,12,162,7,0,4,37,68,398,0.170854271,10,41,51,31,36,32,74,324
33,33,CALIFORNIA,SAN MATEO,349,114,246,949,549,11,350,11,0,1678,240,2268,98,0,196,854,906,78,3017,9,0,10249,1627,14893,254,0,465,1634,6255,33132,0.188790293,463,1195,1658,1063,1708,4547,3268,29864
34,34,CALIFORNIA,SIERRA,1,0,5,11,9,0,1,0,0,0,0,1,0,0,0,9,14,1,8,0,0,18,0,26,0,0,0,14,20,81,0.24691358,1,16,17,11,18,2,28,53
35,35,CALIFORNIA,TRINITY,9,6,0,29,53,0,101,3,0,133,0,234,3,0,6,65,54,0,101,3,0,138,60,299,3,0,6,66,598,730,0.819178082,15,29,44,35,130,468,132,598
36,36,CALIFORNIA,TUOLUMNE,43,3,28,69,72,5,71,1,0,177,29,277,19,0,11,103,117,12,436,1,0,721,115,1272,54,0,15,187,765,2930,0.26109215,46,97,143,72,206,559,374,2556
37,37,CALIFORNIA,VENTURA,483,139,241,1157,586,18,305,22,0,1706,192,2203,58,0,226,892,1143,105,2835,31,0,11581,1626,16042,257,0,721,2152,6208,36493,0.170114817,622,1398,2020,1296,1784,4424,4304,32189
38,38,COLORADO,ALAMOSA,6,9,16,46,3,0,3,0,0,9,0,12,0,0,0,3,6,0,21,0,0,109,8,138,5,0,0,11,30,298,0.100671141,15,62,77,55,6,24,22,276
39,39,COLORADO,CLEAR CREEK,21,1,24,38,25,17,3,1,0,11,2,16,4,0,1,31,39,19,23,1,0,108,12,143,11,0,1,52,111,409,0.271393643,22,62,84,39,62,49,104,305
40,40,COLORADO,COSTILLA,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,6,9,6,0,0,0,0
41,41,COLORADO,CUSTER,8,1,5,9,6,0,3,0,0,14,5,22,1,0,0,7,6,5,22,0,0,70,7,99,1,0,0,7,58,217,0.267281106,9,14,23,10,14,44,14,203
42,42,COLORADO,DELTA,26,3,10,61,4,2,9,0,0,77,5,91,1,0,1,6,7,4,105,0,0,348,44,497,19,0,1,27,196,1052,0.186311787,29,71,100,64,12,184,54,998
43,43,COLORADO,ELBERT,8,4,0,44,1,0,1,0,0,5,1,7,1,0,0,2,1,0,2,0,0,5,2,9,1,0,0,2,18,22,0.818181818,12,44,56,48,4,14,4,18
44,44,COLORADO,GILPIN,23,11,5,52,3,0,0,0,0,70,4,74,3,0,0,6,4,1,14,0,0,216,16,246,7,0,1,12,160,517,0.309477756,34,57,91,63,12,148,24,493
45,45,COLORADO,HINSDALE,1,0,0,4,3,0,0,0,0,1,0,1,0,0,0,3,3,0,2,0,0,4,0,6,1,0,0,4,8,20,0.4,1,4,5,4,6,2,8,12
46,46,COLORADO,LAS ANIMAS,14,1,13,34,7,1,14,0,0,84,3,101,0,0,5,12,17,7,151,0,0,322,19,492,3,0,12,32,227,1055,0.215165877,15,47,62,35,24,203,64,991
47,47,COLORADO,MOFFAT,6,10,2,48,11,0,3,0,0,73,2,78,5,0,1,17,12,3,26,0,0,247,10,283,7,0,3,22,190,613,0.30995106,16,50,66,58,34,156,44,569
48,48,COLORADO,MONTEZUMA,34,7,35,66,31,2,17,0,0,92,5,114,0,0,1,32,49,4,63,1,0,330,13,406,2,0,3,55,294,926,0.3174946,41,101,142,73,64,230,110,816
49,49,CONNECTICUT,HARTFORD,236,203,185,1733,733,102,413,16,0,3233,241,3887,97,0,277,1123,1215,263,2806,22,0,15088,2223,20117,244,0,822,2303,10122,45103,0.224419662,439,1918,2357,1936,2246,7876,4606,40497
50,50,FLORIDA,DUVAL,572,290,679,1710,1597,27,752,63,0,3312,570,4634,254,0,396,2310,3586,89,6166,106,0,24466,3218,33850,540,0,1523,5755,13915,79299,0.175475101,862,2389,3251,2000,4620,9295,11510,67789
51,51,FLORIDA,FLAGLER,12,31,53,182,150,3,30,0,0,254,27,311,7,0,13,170,206,8,334,0,0,1405,105,1844,20,0,32,258,965,4212,0.229107312,43,235,278,213,340,625,516,3696
52,52,FLORIDA,GLADES,42,1,29,28,18,0,4,0,0,10,2,16,2,0,1,21,25,0,33,0,0,85,10,128,2,0,2,29,74,314,0.23566879,43,57,100,29,42,32,58,256
53,53,FLORIDA,GULF,12,1,1,34,47,1,10,0,0,24,1,35,3,0,3,53,54,2,81,0,0,123,5,209,3,0,3,60,177,540,0.327777778,13,35,48,35,106,71,120,420
54,54,FLORIDA,HILLSBOROUGH,1136,358,1362,2002,2017,22,1083,34,0,4941,617,6641,198,0,437,2686,2857,146,4493,63,0,17552,2008,24053,280,0,903,4103,18676,56458,0.330794573,1494,3364,4858,2360,5372,13304,8206,48252
55,55,FLORIDA,LIBERTY,12,3,11,14,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,4,2,7,0,0,0,2,4,18,0.222222222,15,25,40,17,4,0,4,14
56,56,FLORIDA,OKEECHOBEE,43,16,9,128,88,0,43,4,0,183,24,250,7,0,9,108,115,0,246,5,0,939,87,1272,19,0,17,156,716,2856,0.25070028,59,137,196,144,216,500,312,2544
57,57,FLORIDA,PASCO,320,63,306,598,839,16,347,10,0,2275,320,2942,103,0,108,1060,1242,59,2041,12,0,7758,752,10551,183,0,216,1653,8020,24467,0.32778845,383,904,1287,661,2120,5900,3306,21161
58,58,FLORIDA,WAKULLA,34,10,8,59,31,0,22,2,0,90,6,118,1,0,1,35,44,2,134,1,0,350,20,504,3,0,4,52,306,1114,0.274685817,44,67,111,69,70,236,104,1010
59,59,GEORGIA,BARTOW,26,42,7,238,74,4,89,0,0,524,64,677,4,3,8,89,346,8,710,0,0,2361,307,3378,8,28,55,437,1536,7638,0.201099764,68,245,313,280,178,1358,874,6764
60,60,GEORGIA,BERRIEN,4,1,5,30,6,0,32,0,0,105,6,143,0,5,5,16,19,1,114,0,0,353,10,477,0,13,12,44,318,1043,0.304889741,5,35,40,31,32,286,88,955
61,61,GEORGIA,BRANTLEY,19,2,11,19,9,0,14,0,0,50,2,66,0,0,2,11,28,0,124,0,0,345,15,484,0,7,5,40,154,1048,0.146946565,21,30,51,21,22,132,80,968
62,62,GEORGIA,CAMDEN,38,18,26,111,0,0,4,0,0,4,1,9,0,0,0,0,59,2,164,0,0,446,26,636,0,1,9,69,18,1412,0.012747875,56,137,193,129,0,18,138,1274
63,63,GEORGIA,CHATTOOGA,8,7,11,42,4,0,4,0,0,46,2,52,0,0,2,6,22,0,107,0,0,291,12,410,2,0,4,28,116,876,0.132420091,15,53,68,49,12,104,56,820
64,64,GEORGIA,CLINCH,4,2,3,20,16,0,12,0,0,54,7,73,0,0,2,18,23,1,48,0,0,151,12,211,0,0,5,28,182,479,0.379958246,6,23,29,22,36,146,56,423
65,65,GEORGIA,COLUMBIA,61,38,49,232,18,0,33,12,0,394,12,439,0,1,5,36,37,4,246,9,0,1833,80,2159,0,11,20,77,950,4476,0.212243074,99,281,380,270,72,878,154,4322
66,66,GEORGIA,CRAWFORD,14,1,4,16,15,0,17,0,0,44,2,63,0,1,0,16,19,0,62,0,0,167,23,252,0,2,2,23,158,550,0.287272727,15,20,35,17,32,126,46,504
67,67,GEORGIA,CRISP,17,14,3,75,17,0,81,1,0,495,7,583,0,0,2,20,37,0,164,2,0,694,23,881,0,2,10,51,1206,1864,0.646995708,31,78,109,89,40,1166,102,1762
68,68,GEORGIA,DODGE,15,4,23,29,7,0,9,0,0,34,4,47,0,0,0,7,54,0,149,0,0,614,19,782,0,6,9,69,108,1702,0.063454759,19,52,71,33,14,94,138,1564
69,69,GEORGIA,DOOLY,28,5,16,35,15,1,17,0,0,72,1,90,0,1,2,18,16,1,30,0,0,130,15,175,0,1,4,21,217,393,0.55216285,33,51,84,40,36,181,42,351
70,70,GEORGIA,GRADY,17,2,11,40,11,0,13,0,0,149,8,170,0,1,2,14,38,0,122,0,0,306,27,455,0,1,6,45,368,1000,0.368,19,51,70,42,28,340,90,910
71,71,GEORGIA,HART,13,3,13,48,14,0,11,1,0,129,5,145,0,0,0,15,82,0,154,0,0,529,18,701,4,1,4,91,320,1584,0.202020202,16,61,77,51,30,290,182,1402
72,72,GEORGIA,HENRY,65,33,21,293,119,0,106,7,0,919,56,1081,1,14,50,191,196,14,1171,8,0,3839,504,5514,1,44,140,389,2544,11820,0.215228426,98,314,412,326,382,2162,778,11042
73,73,GEORGIA,JEFFERSON,8,16,0,47,10,0,6,1,0,27,4,37,0,0,0,11,43,0,118,2,0,252,13,383,1,4,7,57,96,880,0.109090909,24,47,71,63,22,74,114,766
74,74,GEORGIA,LAURENS,19,21,12,145,68,0,33,0,0,197,11,241,0,2,8,78,141,1,386,2,0,973,76,1435,0,15,48,206,638,3283,0.19433445,40,157,197,166,156,482,412,2871
75,75,GEORGIA,LINCOLN,11,2,5,14,10,0,11,1,0,72,3,86,0,0,0,11,27,0,39,2,0,153,8,200,0,2,1,32,194,464,0.418103448,13,19,32,16,22,172,64,400
76,76,GEORGIA,LUMPKIN,10,6,12,55,1,1,2,1,0,15,1,18,0,0,1,3,1,3,102,1,0,338,21,461,7,0,3,12,43,949,0.045310854,16,67,83,61,6,37,24,925
77,77,GEORGIA,MCINTOSH,13,7,11,42,7,2,21,0,0,41,7,69,0,0,0,7,13,3,100,0,0,214,20,334,0,5,7,25,154,721,0.213592233,20,53,73,49,14,140,50,671
78,78,GEORGIA,MURRAY,20,5,13,59,1,0,81,0,0,150,34,265,0,1,0,2,213,0,247,0,0,607,135,989,0,40,13,266,534,2510,0.212749004,25,72,97,64,4,530,532,1978
79,79,GEORGIA,OGLETHORPE,22,3,6,15,11,0,3,0,0,67,4,74,1,0,0,12,39,0,61,0,0,214,18,293,4,0,3,46,172,678,0.253687316,25,21,46,18,24,148,92,586
80,80,GEORGIA,PEACH,32,15,21,71,57,0,21,2,0,236,11,268,0,4,10,73,105,0,195,3,0,492,48,735,0,5,18,131,682,1732,0.393764434,47,92,139,86,146,536,262,1470
81,81,GEORGIA,PICKENS,7,4,7,31,13,0,11,1,0,94,14,119,0,0,1,15,64,0,89,0,0,405,46,540,0,5,0,69,268,1218,0.220032841,11,38,49,35,30,238,138,1080
82,82,GEORGIA,RABUN,2,11,0,60,15,0,15,0,0,73,4,92,0,1,2,18,16,0,73,0,0,260,11,344,0,1,3,20,220,728,0.302197802,13,60,73,71,36,184,40,688
83,83,GEORGIA,SCREVEN,7,9,3,37,4,1,5,0,0,4,2,11,0,0,0,4,27,1,77,1,0,143,26,246,0,1,5,34,31,561,0.055258467,16,40,56,46,8,23,68,493
84,84,GEORGIA,TALIAFERRO,0,1,0,2,1,0,0,0,0,5,0,5,0,0,0,1,1,0,11,0,0,17,2,30,0,0,1,2,12,64,0.1875,1,2,3,3,2,10,4,60
85,85,GEORGIA,TROUP,35,24,10,183,75,0,54,3,0,580,24,658,0,1,33,112,159,5,528,5,0,1971,155,2654,0,16,78,258,1540,5829,0.26419626,59,193,252,207,224,1316,516,5313
86,86,GEORGIA,TWIGGS,4,0,1,11,10,0,8,2,0,43,3,54,0,0,0,12,13,1,40,2,0,96,8,144,0,2,0,17,132,323,0.408668731,4,12,16,11,24,108,34,289
87,87,GEORGIA,WALTON,23,36,2,204,74,0,35,1,0,243,28,306,0,1,12,88,159,2,429,2,0,1508,140,2077,0,14,43,218,788,4592,0.171602787,59,206,265,240,176,612,436,4156
88,88,GEORGIA,WEBSTER,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,7,0,0,0,1,0,16,0,1,4,5,5,0,0,2,14
89,89,GEORGIA,WILCOX,5,1,0,16,2,0,14,0,0,9,0,23,0,0,3,5,15,0,67,0,0,70,3,140,0,1,3,19,56,318,0.176100629,6,16,22,17,10,46,38,280
90,90,IDAHO,BANNOCK,65,13,12,136,132,5,68,3,0,565,28,661,10,0,9,154,200,9,361,3,0,1712,145,2218,20,0,18,241,1635,4927,0.331844936,78,148,226,149,308,1327,482,4445
91,91,IDAHO,BLAINE,10,10,2,65,34,1,16,0,0,27,5,48,5,0,1,40,38,1,43,0,0,87,13,143,5,0,1,44,177,375,0.472,20,67,87,75,80,97,88,287
92,92,IDAHO,JEROME,7,3,1,32,42,1,13,0,0,59,7,79,4,0,3,49,56,3,102,0,0,203,30,335,11,0,6,73,257,819,0.313797314,10,33,43,35,98,159,146,673
93,93,IDAHO,KOOTENAI,100,18,23,217,194,11,140,2,0,744,66,950,43,0,16,255,248,32,724,7,0,2641,203,3568,74,0,27,356,2421,7880,0.307233503,118,240,358,235,510,1911,712,7168
94,94,IDAHO,MADISON,19,1,3,52,15,1,50,0,0,68,8,126,10,0,0,25,12,1,70,0,0,192,12,274,12,0,0,24,303,597,0.507537688,20,55,75,53,50,253,48,549
95,95,IDAHO,NEZ PERCE,38,2,7,83,31,0,80,0,0,145,13,238,7,0,2,40,40,2,413,0,0,979,91,1483,16,0,4,60,556,3088,0.180051813,40,90,130,85,80,476,120,2968
96,96,ILLINOIS,BOND,6,1,7,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,35,0,0,140,6,181,0,0,0,6,0,374,0,7,23,30,17,0,0,12,362
97,97,ILLINOIS,CASS,8,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,63,0,41,0,0,151,1,193,2,0,1,66,0,518,0,8,18,26,17,0,0,132,386
98,98,ILLINOIS,CLARK,2,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,1,0,63,5,84,0,0,2,14,0,199,0,4,24,28,26,0,0,28,171
99,99,ILLINOIS,CUMBERLAND,4,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,0,38,2,65,3,0,0,9,0,148,0,4,17,21,12,0,0,18,130
100,100,ILLINOIS,GREENE,4,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,25,2,42,0,0,81,0,123,6,0,0,31,0,310,0,4,30,34,25,0,0,62,248
101,101,ILLINOIS,GRUNDY,14,6,10,70,0,0,0,0,0,0,0,0,0,0,0,0,24,3,77,0,0,440,13,530,9,0,4,37,0,1137,0,20,80,100,76,0,0,74,1063
102,102,ILLINOIS,HAMILTON,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,0,0,19,3,29,0,0,0,4,0,67,0,1,12,13,9,0,0,8,59
103,103,ILLINOIS,HENRY,34,4,22,72,0,0,0,0,0,0,0,0,0,0,0,0,39,0,105,1,0,531,14,650,15,0,4,59,0,1418,0,38,94,132,76,0,0,118,1300
